Time,Frame,X,Y
0:0:18 ,18,286.67,73.19
0:0:18 ,18,249.6,368.69
0:0:18 ,18,98.62,235.21
0:0:18 ,18,79.38,30.83
0:0:18 ,18,124.0,290.48
0:0:18 ,18,48.24,91.37
0:0:19 ,19,1192.0,386.5
0:0:19 ,19,1032.4,185.67
0:0:19 ,19,1007.83,323.81
0:0:19 ,19,1044.08,117.16
0:0:19 ,19,1007.05,38.13
0:0:19 ,19,851.88,38.93
0:0:19 ,19,687.26,636.54
0:0:19 ,19,564.35,619.32
0:0:19 ,19,438.5,368.5
0:0:19 ,19,421.41,549.94
0:0:19 ,19,427.0,640.0
0:0:19 ,19,352.75,608.93
0:0:19 ,19,225.0,598.5
0:0:21 ,21,1101.39,483.44
0:0:26 ,26,10.92,487.0
0:0:27 ,27,358.5,534.0
0:0:29 ,29,357.0,533.5
0:0:30 ,30,1093.95,481.18
0:0:30 ,30,871.16,74.82
0:0:31 ,31,360.0,532.5
0:0:32 ,32,346.0,532.5
0:0:33 ,33,1045.81,120.85
0:0:33 ,33,357.17,534.13
0:0:35 ,35,1089.7,487.35
0:0:36 ,36,1101.9,477.12
0:0:37 ,37,340.5,628.0
0:0:38 ,38,341.32,511.2
0:0:39 ,39,582.5,671.0
0:0:41 ,41,575.5,668.5
0:0:42 ,42,361.0,531.0
0:0:49 ,49,1121.51,639.24
0:0:49 ,49,953.88,661.1
0:0:49 ,49,823.69,386.1
0:0:49 ,49,881.56,434.25
0:0:50 ,50,1044.74,244.45
0:0:50 ,50,1233.32,570.7
0:0:50 ,50,1175.72,667.91
0:0:50 ,50,1166.5,534.0
0:0:50 ,50,1019.41,596.85
0:0:50 ,50,497.69,498.7
0:0:50 ,50,754.08,241.76
0:0:50 ,50,722.5,124.5
0:0:50 ,50,585.2,36.26
0:0:50 ,50,527.36,105.83
0:0:50 ,50,181.83,192.02
0:0:50 ,50,404.67,52.66
0:0:50 ,50,239.79,45.39
0:0:50 ,50,140.73,374.27
0:0:50 ,50,77.03,44.47
0:0:50 ,50,104.25,581.45
0:0:50 ,50,60.79,358.67
0:0:50 ,50,29.0,685.0
0:0:50 ,50,24.0,498.5
0:0:51 ,51,1186.6,613.15
0:0:51 ,51,1170.5,512.5
0:0:51 ,51,670.34,110.31
0:0:52 ,52,1161.01,187.76
0:0:52 ,52,1232.5,619.0
0:0:52 ,52,1025.0,605.5
0:0:52 ,52,976.52,98.49
0:0:52 ,52,725.22,521.2
0:0:52 ,52,851.22,308.9
0:0:52 ,52,837.0,134.5
0:0:52 ,52,730.6,28.87
0:0:52 ,52,604.83,667.4
0:0:52 ,52,461.2,236.06
0:0:52 ,52,238.79,316.87
0:0:52 ,52,440.59,20.33
0:0:52 ,52,206.5,579.5
0:0:52 ,52,143.0,560.5
0:0:53 ,53,22.27,332.25
0:0:55 ,55,1041.85,548.83
0:0:55 ,55,909.3,558.12
0:0:55 ,55,914.25,244.26
0:0:55 ,55,859.0,372.0
0:0:55 ,55,833.98,600.11
0:0:55 ,55,579.31,498.43
0:0:55 ,55,684.18,28.74
0:0:55 ,55,337.28,34.94
0:0:55 ,55,323.03,514.92
0:0:55 ,55,333.5,618.0
0:0:55 ,55,238.33,205.27
0:0:55 ,55,239.0,657.5
0:0:55 ,55,94.5,502.5
0:0:55 ,55,87.5,216.5
0:0:55 ,55,78.0,682.0
0:0:56 ,56,425.19,161.77
0:0:56 ,56,291.88,22.27
0:0:56 ,56,107.96,347.28
0:0:56 ,56,141.06,32.91
0:0:56 ,56,131.5,218.5
0:0:56 ,56,113.63,655.64
0:0:56 ,56,45.63,64.59
0:0:56 ,56,31.38,225.52
0:0:57 ,57,1120.2,193.75
0:0:57 ,57,1121.54,555.61
0:0:57 ,57,916.5,412.5
0:0:57 ,57,823.85,46.77
0:0:57 ,57,560.81,580.39
0:0:57 ,57,706.5,58.5
0:0:57 ,57,568.0,130.5
0:0:57 ,57,341.5,372.5
0:0:58 ,58,573.0,42.5
0:0:58 ,58,175.47,33.31
0:0:58 ,58,161.1,119.27
0:0:58 ,58,126.5,688.0
0:0:58 ,58,47.87,64.93
0:0:58 ,58,39.5,193.5
0:0:59 ,59,726.59,531.45
0:0:59 ,59,1111.5,287.0
0:0:59 ,59,1002.01,45.71
0:0:59 ,59,809.09,59.56
0:0:59 ,59,754.3,280.22
0:0:59 ,59,671.0,131.5
0:0:59 ,59,600.5,29.0
0:0:59 ,59,309.86,32.67
0:0:59 ,59,162.13,604.4
0:0:59 ,59,203.0,678.5
0:0:59 ,59,143.17,119.74
0:0:59 ,59,148.5,309.5
0:0:59 ,59,106.57,527.58
0:0:59 ,59,40.5,687.0
0:0:59 ,59,41.0,585.5
0:0:59 ,59,30.69,32.49
0:1:0 ,60,1239.04,62.38
0:1:0 ,60,1254.9,120.16
0:1:0 ,60,1242.0,235.52
0:1:0 ,60,1188.97,641.19
0:1:0 ,60,1059.5,335.58
0:1:0 ,60,911.96,415.8
0:1:0 ,60,815.81,109.18
0:1:0 ,60,514.78,529.23
0:1:0 ,60,779.5,672.0
0:1:0 ,60,586.13,108.45
0:1:0 ,60,493.72,591.63
0:1:0 ,60,479.3,348.49
0:1:0 ,60,312.51,38.86
0:1:0 ,60,294.92,278.01
0:1:0 ,60,223.98,583.57
0:1:0 ,60,209.53,22.0
0:1:0 ,60,162.09,330.6
0:1:0 ,60,169.63,224.73
0:1:0 ,60,145.23,561.74
0:1:0 ,60,140.09,123.12
0:1:0 ,60,123.46,672.89
0:1:0 ,60,56.08,108.32
0:1:0 ,60,37.75,26.43
0:1:0 ,60,45.39,484.94
0:1:0 ,60,35.95,587.2
0:1:0 ,60,27.31,686.78
0:1:1 ,61,1248.36,50.69
0:1:1 ,61,1194.02,670.05
0:1:1 ,61,1065.56,50.28
0:1:1 ,61,1127.68,511.2
0:1:1 ,61,1081.78,249.24
0:1:1 ,61,1070.73,477.23
0:1:1 ,61,950.79,658.8
0:1:1 ,61,965.72,557.15
0:1:1 ,61,798.81,53.07
0:1:1 ,61,664.05,591.47
0:1:1 ,61,498.38,499.05
0:1:1 ,61,318.21,564.1
0:1:1 ,61,304.93,25.98
0:1:1 ,61,151.88,313.61
0:1:1 ,61,31.98,22.52
0:1:1 ,61,37.5,581.0
0:1:2 ,62,1109.5,288.5
0:1:2 ,62,1042.65,41.82
0:1:2 ,62,1057.78,170.13
0:1:2 ,62,630.12,301.31
0:1:2 ,62,693.5,576.5
0:1:2 ,62,614.0,647.5
0:1:2 ,62,275.0,590.5
0:1:2 ,62,334.51,496.21
0:1:2 ,62,332.97,388.36
0:1:2 ,62,276.5,429.0
0:1:3 ,63,643.98,74.14
0:1:3 ,63,650.5,291.5
0:1:3 ,63,605.41,280.1
0:1:3 ,63,213.5,580.0
0:1:3 ,63,174.98,274.92
0:1:4 ,64,225.32,579.84
0:1:12 ,72,925.0,474.5
0:1:12 ,72,866.96,464.41
0:1:12 ,72,766.5,563.5
0:1:12 ,72,634.88,295.31
0:1:12 ,72,487.95,26.27
0:1:12 ,72,413.88,49.71
0:1:12 ,72,396.84,343.24
0:1:12 ,72,405.3,264.59
0:1:12 ,72,247.51,680.13
0:1:12 ,72,53.44,657.06
0:1:13 ,73,1198.88,610.08
0:1:13 ,73,1006.32,593.05
0:1:13 ,73,913.67,679.68
0:1:13 ,73,337.91,361.5
0:1:13 ,73,721.88,433.03
0:1:13 ,73,709.51,40.5
0:1:13 ,73,511.13,214.07
0:1:13 ,73,453.5,33.79
0:1:13 ,73,373.17,167.13
0:1:13 ,73,241.46,565.76
0:1:13 ,73,243.0,675.5
0:1:13 ,73,188.75,639.7
0:1:13 ,73,21.95,646.88
0:1:14 ,74,1260.5,206.5
0:1:14 ,74,1209.05,112.0
0:1:14 ,74,1256.5,305.5
0:1:14 ,74,1167.89,404.94
0:1:14 ,74,1181.56,672.59
0:1:14 ,74,1171.36,555.83
0:1:14 ,74,1142.5,254.2
0:1:14 ,74,957.69,158.14
0:1:14 ,74,1038.21,606.01
0:1:14 ,74,966.0,529.0
0:1:14 ,74,668.8,636.14
0:1:14 ,74,736.4,429.77
0:1:14 ,74,676.86,280.5
0:1:14 ,74,624.04,466.68
0:1:14 ,74,576.84,274.51
0:1:14 ,74,395.55,591.52
0:1:14 ,74,446.93,401.12
0:1:14 ,74,448.04,33.58
0:1:14 ,74,280.5,362.44
0:1:14 ,74,116.78,142.47
0:1:14 ,74,247.62,681.45
0:1:14 ,74,104.33,572.82
0:1:15 ,75,1262.0,204.0
0:1:15 ,75,1231.35,70.15
0:1:15 ,75,1185.24,681.75
0:1:15 ,75,1043.92,160.59
0:1:15 ,75,1003.74,71.7
0:1:15 ,75,1037.16,341.96
0:1:15 ,75,840.71,78.92
0:1:15 ,75,647.06,593.28
0:1:15 ,75,741.5,296.0
0:1:15 ,75,716.5,52.0
0:1:15 ,75,688.46,315.46
0:1:15 ,75,431.22,498.72
0:1:15 ,75,322.63,589.74
0:1:15 ,75,56.04,107.13
0:1:15 ,75,29.0,231.5
0:1:16 ,76,1194.57,629.97
0:1:16 ,76,1239.5,394.0
0:1:16 ,76,1212.51,84.21
0:1:16 ,76,1200.19,409.51
0:1:16 ,76,999.56,595.36
0:1:16 ,76,880.85,41.4
0:1:16 ,76,855.8,473.72
0:1:16 ,76,793.92,246.66
0:1:16 ,76,793.5,166.5
0:1:16 ,76,707.31,629.88
0:1:16 ,76,720.14,67.04
0:1:16 ,76,733.08,430.65
0:1:16 ,76,672.15,276.51
0:1:16 ,76,669.2,420.31
0:1:16 ,76,433.08,559.08
0:1:16 ,76,580.53,272.76
0:1:16 ,76,532.09,340.53
0:1:16 ,76,413.5,42.4
0:1:16 ,76,337.85,374.34
0:1:16 ,76,269.69,28.07
0:1:16 ,76,156.65,214.88
0:1:16 ,76,245.5,676.0
0:1:16 ,76,111.54,40.97
0:1:16 ,76,108.0,579.0
0:1:16 ,76,89.36,490.23
0:1:16 ,76,49.44,102.7
0:1:16 ,76,24.04,233.53
0:1:17 ,77,1249.2,207.93
0:1:17 ,77,1195.73,685.7
0:1:17 ,77,1216.94,80.96
0:1:17 ,77,1193.5,398.5
0:1:17 ,77,1158.2,151.46
0:1:17 ,77,1028.53,196.66
0:1:17 ,77,1029.41,608.54
0:1:17 ,77,969.83,537.21
0:1:17 ,77,876.13,17.54
0:1:17 ,77,704.89,660.58
0:1:17 ,77,715.99,43.28
0:1:17 ,77,677.72,583.86
0:1:17 ,77,486.1,587.4
0:1:17 ,77,439.88,469.69
0:1:17 ,77,377.0,483.5
0:1:17 ,77,268.87,26.45
0:1:17 ,77,230.46,554.55
0:1:17 ,77,117.2,233.0
0:1:17 ,77,110.5,578.0
0:1:18 ,78,1196.96,387.88
0:1:18 ,78,1148.0,127.0
0:1:18 ,78,1042.37,215.85
0:1:18 ,78,1016.39,48.3
0:1:18 ,78,694.5,662.0
0:1:18 ,78,579.5,647.5
0:1:18 ,78,504.5,636.0
0:1:20 ,80,1016.18,223.59
0:1:20 ,80,1200.26,617.72
0:1:20 ,80,1179.0,301.25
0:1:20 ,80,1004.8,596.87
0:1:20 ,80,853.97,472.1
0:1:20 ,80,482.2,526.63
0:1:20 ,80,770.32,414.0
0:1:20 ,80,707.85,46.98
0:1:20 ,80,737.53,314.21
0:1:20 ,80,682.32,298.08
0:1:20 ,80,672.0,437.0
0:1:20 ,80,583.57,269.63
0:1:20 ,80,424.11,43.62
0:1:20 ,80,287.91,56.12
0:1:20 ,80,107.25,204.79
0:1:20 ,80,226.37,297.34
0:1:20 ,80,132.57,58.86
0:1:20 ,80,108.5,555.5
0:1:21 ,81,1251.5,207.5
0:1:21 ,81,1179.5,678.5
0:1:21 ,81,1164.51,147.84
0:1:21 ,81,1181.5,548.5
0:1:21 ,81,1042.83,347.07
0:1:21 ,81,1048.31,197.09
0:1:21 ,81,1044.5,609.5
0:1:21 ,81,1001.11,43.84
0:1:21 ,81,614.52,628.06
0:1:21 ,81,709.32,40.03
0:1:21 ,81,575.28,269.66
0:1:21 ,81,568.5,498.0
0:1:21 ,81,462.5,406.5
0:1:21 ,81,421.62,50.71
0:1:21 ,81,377.73,577.62
0:1:21 ,81,351.73,493.88
0:1:21 ,81,337.09,376.82
0:1:21 ,81,243.03,577.28
0:1:21 ,81,188.44,149.85
0:1:21 ,81,139.5,213.5
0:1:21 ,81,107.82,580.19
0:1:21 ,81,61.25,109.24
0:1:22 ,82,1256.0,126.0
0:1:22 ,82,1257.0,301.5
0:1:22 ,82,1248.19,206.94
0:1:22 ,82,1239.0,381.5
0:1:22 ,82,1192.79,666.56
0:1:22 ,82,1199.94,564.79
0:1:22 ,82,1213.62,83.41
0:1:22 ,82,1036.74,216.76
0:1:22 ,82,1199.63,413.09
0:1:22 ,82,1035.84,598.33
0:1:22 ,82,859.04,468.13
0:1:22 ,82,528.05,542.82
0:1:22 ,82,725.37,437.08
0:1:22 ,82,709.65,40.65
0:1:22 ,82,687.55,306.78
0:1:22 ,82,583.94,269.57
0:1:22 ,82,429.27,46.73
0:1:22 ,82,365.5,476.0
0:1:22 ,82,322.5,368.5
0:1:22 ,82,265.41,388.23
0:1:22 ,82,194.72,105.61
0:1:22 ,82,248.0,678.0
0:1:22 ,82,235.72,551.3
0:1:22 ,82,197.96,651.4
0:1:22 ,82,138.5,225.0
0:1:22 ,82,109.0,579.5
0:1:22 ,82,52.41,288.34
0:1:22 ,82,49.08,94.24
0:1:23 ,83,1050.21,241.87
0:1:23 ,83,1181.5,549.0
0:1:23 ,83,1037.87,600.1
0:1:23 ,83,855.76,129.56
0:1:23 ,83,853.68,467.12
0:1:23 ,83,709.77,660.45
0:1:23 ,83,737.19,425.54
0:1:23 ,83,738.87,314.39
0:1:23 ,83,684.36,284.73
0:1:23 ,83,504.39,507.15
0:1:23 ,83,579.98,653.6
0:1:23 ,83,541.44,146.49
0:1:23 ,83,296.21,557.99
0:1:23 ,83,264.84,680.73
0:1:23 ,83,203.33,126.08
0:1:23 ,83,191.72,650.78
0:1:23 ,83,111.83,226.94
0:1:23 ,83,95.0,27.5
0:1:23 ,83,49.5,344.5
0:1:24 ,84,35.29,354.06
0:1:25 ,85,525.5,174.0
0:1:25 ,85,482.0,250.0
0:1:25 ,85,381.0,28.5
0:1:25 ,85,371.5,91.5
0:1:25 ,85,287.88,158.71
0:1:25 ,85,214.5,288.0
0:1:25 ,85,113.1,255.35
0:1:25 ,85,131.5,57.0
0:1:25 ,85,21.0,26.0
0:1:26 ,86,77.26,17.53
0:1:26 ,86,37.95,93.47
0:1:26 ,86,31.33,390.72
0:1:26 ,86,23.76,245.05
0:1:27 ,87,667.69,387.05
0:1:27 ,87,764.0,524.5
0:1:27 ,87,604.39,86.93
0:1:27 ,87,388.5,114.9
0:1:27 ,87,316.58,61.03
0:1:27 ,87,296.59,147.43
0:1:27 ,87,164.14,87.75
0:1:27 ,87,177.5,29.0
0:1:27 ,87,34.0,138.53
0:1:27 ,87,35.19,210.12
0:1:27 ,87,19.5,26.0
0:1:28 ,88,739.6,43.98
0:1:28 ,88,723.05,364.49
0:1:28 ,88,485.94,337.18
0:1:28 ,88,527.69,503.88
0:1:28 ,88,491.08,626.67
0:1:28 ,88,283.3,674.93
0:1:28 ,88,341.0,371.5
0:1:28 ,88,250.47,24.8
0:1:28 ,88,261.6,127.29
