Time,Frame,X,Y
0:9:15 ,555,1.32,169.33
0:9:19 ,559,219.0,158.0
0:9:20 ,560,219.0,158.0
0:9:21 ,561,207.21,65.87
0:9:22 ,562,1.34,155.0
0:9:23 ,563,187.5,161.0
0:9:23 ,563,178.0,180.0
0:9:23 ,563,127.0,178.5
0:9:25 ,565,1.34,185.5
0:9:26 ,566,1.35,185.5
0:9:27 ,567,122.5,179.0
0:9:27 ,567,90.0,193.0
0:9:28 ,568,1.35,189.5
0:9:29 ,569,1.35,175.28
0:9:30 ,570,70.47,161.55
0:9:31 ,571,48.33,164.48
0:9:31 ,571,52.5,194.5
0:9:33 ,573,89.0,185.0
0:9:33 ,573,52.43,165.58
0:9:34 ,574,94.5,178.0
0:9:34 ,574,56.5,172.0
0:9:35 ,575,67.5,150.5
0:9:36 ,576,67.0,149.5
0:9:37 ,577,112.36,106.09
0:9:37 ,577,96.0,141.5
0:9:38 ,578,92.0,142.0
0:9:39 ,579,193.5,112.5
0:9:39 ,579,184.0,132.5
0:9:39 ,579,146.54,98.06
0:9:40 ,580,155.72,109.38
0:9:41 ,581,256.0,140.0
0:9:41 ,581,237.5,98.0
0:9:41 ,581,158.96,108.35
0:9:41 ,581,127.5,99.0
0:9:43 ,583,1.39,114.02
0:9:44 ,584,1.39,97.5
0:9:45 ,585,329.5,135.5
0:9:45 ,585,289.0,97.0
0:10:1 ,601,1.43,178.0
0:14:7 ,847,2.02,98.38
0:14:9 ,849,327.0,115.0
0:14:11 ,851,326.5,124.5
0:14:11 ,851,316.0,150.0
0:14:12 ,852,2.03,149.5
0:14:15 ,855,2.03,149.0
0:14:19 ,859,330.5,90.0
0:14:21 ,861,2.05,89.42
0:14:29 ,869,2.07,99.0
0:14:30 ,870,2.07,99.5
0:14:33 ,873,318.0,77.0
0:14:34 ,874,318.0,77.0
0:14:35 ,875,309.0,65.0
0:14:36 ,876,2.08,63.0
0:14:37 ,877,308.5,73.0
0:14:37 ,877,192.5,50.0
0:14:39 ,879,191.0,31.0
0:14:51 ,891,2.12,29.0
0:14:53 ,893,2.12,104.0
0:14:54 ,894,2.13,104.5
0:16:50 ,1010,2.4,172.0
0:16:51 ,1011,2.41,172.5
0:16:52 ,1012,367.0,193.0
0:16:52 ,1012,314.37,191.4
0:16:54 ,1014,261.5,154.0
0:16:54 ,1014,216.5,187.0
0:16:54 ,1014,217.0,157.5
0:17:0 ,1020,2.43,151.0
0:17:26 ,1046,2.49,144.0
0:17:27 ,1047,2.49,145.0
0:17:28 ,1048,12.5,149.0
0:17:29 ,1049,2.5,141.5
0:17:30 ,1050,90.5,180.0
0:17:30 ,1050,54.5,141.5
0:17:32 ,1052,111.5,156.5
0:17:33 ,1053,2.51,155.5
0:17:34 ,1054,2.51,168.29
0:17:35 ,1055,128.5,165.5
0:17:36 ,1056,132.0,166.0
0:17:36 ,1056,118.0,160.0
0:17:38 ,1058,129.0,183.0
0:17:38 ,1058,100.5,143.0
0:17:40 ,1060,121.0,182.0
0:17:52 ,1072,135.0,159.5
0:17:54 ,1074,2.56,155.0
0:17:55 ,1075,2.56,152.5
0:17:56 ,1076,137.5,140.5
0:17:57 ,1077,2.56,140.5
0:17:58 ,1078,153.65,155.77
0:17:59 ,1079,2.57,154.32
0:18:0 ,1080,188.5,157.5
0:18:0 ,1080,146.5,161.0
0:18:2 ,1082,2.57,173.0
0:18:3 ,1083,2.58,170.5
0:18:14 ,1094,2.6,166.5
0:18:15 ,1095,2.61,166.0
0:18:16 ,1096,2.61,163.5
0:18:17 ,1097,2.61,163.0
0:18:18 ,1098,2.61,168.0
0:18:19 ,1099,2.62,167.0
0:18:20 ,1100,2.62,163.0
0:18:34 ,1114,2.65,178.5
0:18:36 ,1116,190.5,177.0
0:18:38 ,1118,189.5,172.0
0:18:40 ,1120,2.67,163.57
0:18:41 ,1121,2.67,159.5
0:18:42 ,1122,209.5,165.0
0:18:42 ,1122,190.0,175.0
0:18:43 ,1123,203.0,147.5
0:18:43 ,1123,190.5,175.5
0:18:44 ,1124,167.21,178.95
0:18:45 ,1125,188.0,147.0
0:18:46 ,1126,2.68,174.61
0:18:47 ,1127,2.68,174.16
0:18:48 ,1128,175.0,167.5
0:18:48 ,1128,138.5,211.0
0:18:48 ,1128,112.0,220.0
0:18:48 ,1128,77.0,242.5
0:18:49 ,1129,2.69,211.0
0:18:50 ,1130,2.69,256.5
0:19:57 ,1197,2.85,245.0
0:19:58 ,1198,134.0,262.5
0:20:0 ,1200,2.86,255.82
0:20:20 ,1220,2.9,262.5
0:20:21 ,1221,2.91,263.0
0:20:22 ,1222,2.91,259.0
0:20:23 ,1223,2.91,261.0
0:20:24 ,1224,2.91,260.0
0:20:26 ,1226,2.92,255.0
0:20:27 ,1227,2.92,254.0
0:20:30 ,1230,2.93,214.0
0:20:31 ,1231,2.93,215.0
0:20:32 ,1232,330.5,209.0
0:20:48 ,1248,329.5,214.0
0:20:49 ,1249,329.5,213.5
0:20:50 ,1250,338.5,186.5
0:20:52 ,1252,334.5,209.0
0:20:53 ,1253,335.5,210.5
0:21:6 ,1266,345.5,200.5
0:21:7 ,1267,342.69,175.23
0:21:8 ,1268,3.02,167.0
0:21:23 ,1283,3.05,170.5
0:21:24 ,1284,338.46,154.0
0:21:25 ,1285,335.0,153.0
0:21:26 ,1286,3.06,126.5
0:21:27 ,1287,3.06,124.58
0:21:38 ,1298,3.09,133.0
0:21:40 ,1300,340.77,126.16
0:21:44 ,1304,355.5,129.0
0:21:46 ,1306,353.5,136.0
0:21:48 ,1308,3.11,150.98
0:21:51 ,1311,3.12,160.0
0:22:14 ,1334,3.17,258.5
0:22:24 ,1344,3.2,168.5
0:22:32 ,1352,3.22,125.5
0:22:34 ,1354,321.5,142.5
0:22:37 ,1357,3.23,125.5
0:22:38 ,1358,322.44,122.36
0:22:39 ,1359,3.23,121.09
0:22:58 ,1378,3.28,113.5
0:22:59 ,1379,3.28,113.0
0:23:0 ,1380,356.45,118.18
0:23:4 ,1384,3.29,136.0
0:23:16 ,1396,355.5,153.5
0:23:18 ,1398,358.5,134.0
0:23:26 ,1406,3.35,127.0
0:23:27 ,1407,3.35,127.5
0:23:32 ,1412,89.5,116.0
0:23:39 ,1419,3.38,125.0
0:24:0 ,1440,332.0,133.5
0:24:2 ,1442,3.43,131.5
0:24:3 ,1443,3.43,132.0
0:24:4 ,1444,3.44,125.5
0:24:5 ,1445,3.44,125.0
0:24:6 ,1446,3.44,139.99
0:24:7 ,1447,293.0,131.0
0:24:8 ,1448,296.05,131.6
0:24:8 ,1448,277.0,153.5
0:24:8 ,1448,254.5,167.5
0:24:8 ,1448,256.0,152.5
0:24:9 ,1449,3.45,167.5
0:24:10 ,1450,3.45,184.82
0:24:11 ,1451,3.45,184.71
0:24:12 ,1452,3.46,185.22
0:24:14 ,1454,211.5,185.5
0:24:15 ,1455,211.5,187.5
0:24:16 ,1456,238.0,180.5
0:24:17 ,1457,223.5,202.0
0:24:18 ,1458,3.47,211.07
0:24:19 ,1459,3.47,209.0
0:24:22 ,1462,263.0,212.5
0:24:30 ,1470,254.0,213.5
0:24:34 ,1474,234.0,185.5
0:24:50 ,1490,3.55,175.29
0:24:51 ,1491,235.5,179.0
0:24:52 ,1492,3.55,178.99
0:24:54 ,1494,268.49,176.23
0:24:54 ,1494,250.5,182.5
0:24:56 ,1496,255.0,166.5
0:24:58 ,1498,3.56,159.0
0:25:1 ,1501,3.57,169.5
0:25:2 ,1502,285.0,166.5
0:25:3 ,1503,3.58,167.5
0:25:4 ,1504,3.58,163.5
0:25:6 ,1506,3.58,163.0
0:25:20 ,1520,246.0,126.5
0:25:22 ,1522,253.0,158.5
0:25:24 ,1524,3.63,180.82
0:25:25 ,1525,3.63,183.5
0:25:26 ,1526,258.0,165.5
0:25:27 ,1527,3.63,177.5
0:25:40 ,1540,261.0,177.89
0:25:41 ,1541,3.67,181.5
0:25:42 ,1542,262.5,186.0
0:25:43 ,1543,278.5,176.0
0:25:44 ,1544,3.67,170.05
0:25:45 ,1545,3.68,165.0
0:25:46 ,1546,249.14,120.94
0:25:47 ,1547,249.5,124.0
0:25:48 ,1548,3.68,135.5
0:25:49 ,1549,3.69,136.4
0:25:50 ,1550,3.69,129.0
0:25:51 ,1551,3.69,131.5
0:25:52 ,1552,3.69,145.96
0:25:53 ,1553,198.5,133.5
0:25:54 ,1554,3.7,183.02
0:25:55 ,1555,140.0,178.5
0:25:56 ,1556,137.5,170.0
0:25:56 ,1556,134.0,191.5
0:25:57 ,1557,133.5,193.5
0:25:58 ,1558,139.27,188.23
0:26:0 ,1560,133.0,182.5
0:26:1 ,1561,3.71,209.0
0:26:2 ,1562,149.5,203.5
0:26:2 ,1562,113.54,188.33
0:26:3 ,1563,150.45,204.5
0:26:3 ,1563,110.0,187.5
0:26:4 ,1564,125.0,186.0
0:26:5 ,1565,165.5,190.0
0:26:6 ,1566,158.5,191.0
0:26:6 ,1566,126.0,170.5
0:26:7 ,1567,159.0,189.5
0:26:8 ,1568,153.5,200.5
0:26:8 ,1568,131.0,164.5
0:26:8 ,1568,125.5,181.5
0:26:11 ,1571,146.0,195.5
0:26:13 ,1573,3.74,188.0
0:26:14 ,1574,145.0,193.0
0:26:15 ,1575,3.75,180.99
0:26:16 ,1576,176.5,179.5
0:26:16 ,1576,135.87,178.63
0:26:17 ,1577,153.5,182.5
0:26:17 ,1577,128.5,167.0
0:26:18 ,1578,110.0,158.5
0:26:20 ,1580,130.0,167.0
0:26:20 ,1580,107.0,149.0
0:26:20 ,1580,84.13,182.16
0:26:21 ,1581,3.76,149.5
0:26:22 ,1582,79.28,171.92
0:26:23 ,1583,3.77,168.0
0:26:26 ,1586,3.77,168.0
0:26:48 ,1608,103.5,166.5
0:26:49 ,1609,3.83,167.0
0:26:50 ,1610,106.0,149.0
0:26:52 ,1612,97.37,179.35
0:26:52 ,1612,105.0,149.5
0:26:53 ,1613,94.0,182.0
0:26:53 ,1613,80.0,159.5
0:26:54 ,1614,88.5,193.0
0:26:55 ,1615,85.5,197.0
0:26:58 ,1618,327.5,144.0
0:27:0 ,1620,3.85,155.0
0:27:1 ,1621,3.86,155.33
0:27:2 ,1622,3.86,167.0
0:27:3 ,1623,3.86,171.5
0:27:4 ,1624,91.0,181.0
0:27:5 ,1625,3.87,177.5
0:27:6 ,1626,3.87,162.5
0:27:7 ,1627,3.87,168.0
0:27:10 ,1630,3.88,173.4
0:27:11 ,1631,106.5,178.0
0:27:12 ,1632,3.88,193.0
0:27:13 ,1633,107.0,191.0
0:27:14 ,1634,3.89,208.51
0:27:15 ,1635,96.0,215.0
0:27:16 ,1636,117.08,214.54
0:27:17 ,1637,123.0,219.0
0:27:18 ,1638,3.9,219.5
0:27:34 ,1654,3.94,195.46
0:27:35 ,1655,3.94,190.98
0:27:36 ,1656,3.94,200.97
0:27:38 ,1658,3.95,195.5
0:27:42 ,1662,3.95,253.0
0:28:56 ,1736,204.5,178.0
0:28:58 ,1738,342.0,182.5
0:28:58 ,1738,314.0,212.5
0:29:0 ,1740,4.14,148.5
0:29:4 ,1744,4.15,183.5
0:29:6 ,1746,188.8,177.72
0:29:12 ,1752,4.17,133.0
0:29:24 ,1764,4.2,145.5
0:29:48 ,1788,4.25,167.5
0:29:50 ,1790,4.26,185.5
0:30:4 ,1804,4.29,143.5
0:30:42 ,1842,4.38,36.5
0:30:46 ,1846,167.0,138.0
0:30:50 ,1850,4.4,148.0
0:30:51 ,1851,4.4,150.0
0:30:54 ,1854,4.41,152.5
0:31:2 ,1862,4.43,129.5
0:31:8 ,1868,4.44,181.0
0:31:10 ,1870,111.0,201.5
0:31:16 ,1876,4.46,135.5
0:31:20 ,1880,176.0,173.0
0:31:32 ,1892,4.5,142.5
0:32:2 ,1922,112.14,204.52
0:32:3 ,1923,4.58,200.5
0:32:4 ,1924,4.58,195.0
0:32:5 ,1925,4.58,196.76
0:32:6 ,1926,4.58,188.5
0:32:8 ,1928,112.0,207.0
0:32:12 ,1932,81.0,181.5
0:32:31 ,1951,4.64,192.11
0:32:33 ,1953,4.65,187.11
0:32:39 ,1959,4.66,95.25
0:32:41 ,1961,4.67,91.5
0:33:9 ,1989,4.73,107.0
0:33:10 ,1990,4.74,107.0
0:33:13 ,1993,4.74,105.5
0:33:37 ,2017,4.8,92.5
0:33:44 ,2024,4.82,168.5
0:33:45 ,2025,4.82,167.5
0:34:7 ,2047,4.87,167.5
0:34:13 ,2053,4.89,151.5
0:34:17 ,2057,4.89,167.0
0:34:19 ,2059,4.9,166.0
0:34:39 ,2079,4.95,161.5
0:34:43 ,2083,229.5,161.5
0:35:9 ,2109,5.02,113.5
0:35:13 ,2113,190.5,148.0
0:35:15 ,2115,5.03,162.01
0:35:16 ,2116,5.03,162.5
0:35:53 ,2153,221.5,112.0
0:35:53 ,2153,212.0,95.5
0:35:55 ,2155,5.13,100.01
0:35:56 ,2156,5.13,96.5
0:35:57 ,2157,226.0,90.5
0:35:58 ,2158,5.13,92.5
0:35:59 ,2159,238.03,102.44
0:36:1 ,2161,5.14,146.0
0:36:8 ,2168,5.16,158.5
0:36:9 ,2169,297.5,156.5
0:36:11 ,2171,5.17,80.0
0:36:13 ,2173,351.5,69.0
0:36:13 ,2173,288.5,157.0
0:36:15 ,2175,340.39,51.32
0:36:15 ,2175,301.5,145.0
0:36:17 ,2177,255.0,98.5
0:36:21 ,2181,282.01,136.76
0:36:25 ,2185,282.0,96.0
0:36:25 ,2185,279.5,135.5
0:36:25 ,2185,259.0,85.5
0:36:27 ,2187,5.2,79.5
0:36:29 ,2189,5.21,82.0
0:36:31 ,2191,5.21,30.5
0:37:21 ,2241,147.0,165.0
0:37:53 ,2273,5.41,147.0
0:39:29 ,2369,5.64,56.5
0:39:33 ,2373,145.0,119.0
0:39:35 ,2375,147.0,155.5
0:39:37 ,2377,175.5,166.5
0:40:3 ,2403,154.5,158.0
0:40:19 ,2419,5.76,145.5
0:40:39 ,2439,5.8,258.0
0:40:55 ,2455,5.84,228.0
0:40:57 ,2457,5.85,230.5
0:40:59 ,2459,245.5,256.5
0:41:1 ,2461,108.01,98.59
0:41:2 ,2462,101.55,92.71
0:41:3 ,2463,133.5,121.0
0:41:4 ,2464,5.86,118.5
0:41:5 ,2465,115.5,111.0
0:41:13 ,2473,5.88,146.0
0:41:25 ,2485,5.91,137.0
0:41:41 ,2501,5.95,82.0
